,url,index,course_id,review_platform,title,provider,school,published_time,effort_hours(perWeek).,level,price,enrollment_type,course_length,subject,area,value_lead,value_lead.log,value_lead.norm,between,bet_rank,trans,trans_rank,mix_rank,mix_rank.norm,title
471,https://www.class-central.com/mooc/3375/coursera-launching-new-ventures,5868,classCentral-2537,classCentral,Launching New Ventures,Coursera,?cole Polytechnique F?d?rale de Lausanne,2,3.5,Introductory,49,FREE audit/Pay for certificate,5,Entrepreneurship,Business,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Launching New Ventures
483,https://www.class-central.com/mooc/3447/coursera-superhero-entertainments,6419,classCentral-3088,classCentral,Superhero Entertainments,Coursera,National University of Singapore,3,4.5,NA,NA,NA,8,Music and Art,Arts and Humanities,4.0000001,1.609437932,0.000605061,0,1,1.000072255,1,2,0,Superhero Entertainments
490,https://www.class-central.com/mooc/3471/coursera-confronting-gender-based-violence-global-lessons-for-healthcare-workers,6028,classCentral-2697,classCentral,Confronting Gender Based Violence: Global Lessons for Healthcare Workers,Coursera,Johns Hopkins University,3,3,Introductory,49,FREE audit/Pay for certificate,4,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Confronting Gender Based Violence: Global Lessons for Healthcare Workers
493,https://www.class-central.com/mooc/3474/coursera-command-line-tools-for-genomic-data-science,4735,classCentral-1404,classCentral,Command Line Tools for Genomic Data Science,Coursera,Johns Hopkins University,3,4,NA,39,FREE audit/Pay for certificate,4,Data Analysis,Data Science,8.000000101,2.197224589,0.001210021,0,1,0,832,833,0.449675325,Command Line Tools for Genomic Data Science
499,https://www.class-central.com/mooc/348/coursera-fundamentals-of-pharmacology,5973,classCentral-2642,classCentral,Fundamentals of Pharmacology,Coursera,University of Pennsylvania,0,4,NA,NA,NA,NA,Medicine & Healthcare,Life Sciences,14.0000001,2.708050208,0.002117462,0,1,0,832,833,0.449675325,Fundamentals of Pharmacology
500,https://www.class-central.com/mooc/3480/coursera-introduction-to-systematic-review-and-meta-analysis,4903,classCentral-1572,classCentral,Introduction to Systematic Review and Meta-Analysis,Coursera,Johns Hopkins University,3,3.5,NA,49,FREE audit/Pay for certificate,6,Medicine & Healthcare,Life Sciences,5.0000001,1.791759486,0.000756301,0,1,1.000072255,1,2,0,Introduction to Systematic Review and Meta-Analysis
501,https://www.class-central.com/mooc/3483/edx-cs-for-all-introduction-to-computer-science-and-python-programming,3772,classCentral-441,classCentral,CS For All: Introduction to Computer Science and Python Programming,edX,Harvey Mudd College,2,6,Introductory,49,FREE audit/Pay for certificate,14,Computer Science,Computer Science,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,CS For All: Introduction to Computer Science and Python Programming
502,https://www.class-central.com/mooc/3498/coursera-food-beverage-management,4950,classCentral-1619,classCentral,Food & Beverage Management,Coursera,Universit? Bocconi,3,4.5,NA,49,FREE audit/Pay for certificate,5,Leadership and Management,Business,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Food & Beverage Management
503,https://www.class-central.com/mooc/3501/edx-western-civilization-ancient-and-medieval-europe,3602,classCentral-271,classCentral,Western Civilization: Ancient and Medieval Europe,edX,Arizona State University,3,18,Introductory,49,FREE audit/Pay for certificate,8,History,Arts and Humanities,18.0000001,2.944438984,0.002722423,0,1,0,832,833,0.449675325,Western Civilization: Ancient and Medieval Europe
504,https://www.class-central.com/mooc/3502/edx-human-origins,3545,classCentral-214,classCentral,Human Origins,edX,Arizona State University,3,18,Introductory,49,FREE audit/Pay for certificate,8,Social Sciences,Social Sciences,15.0000001,2.772588728,0.002268703,0,1,0,832,833,0.449675325,Human Origins
506,https://www.class-central.com/mooc/3505/edx-effects-of-radiation-an-introduction-to-radiation-and-radioactivity,3925,classCentral-594,classCentral,Effects of Radiation: An Introduction to Radiation and Radioactivity,edX,Open Education Consortium (OEC),3,3,Introductory,49,FREE audit/Pay for certificate,4,Science,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,Effects of Radiation: An Introduction to Radiation and Radioactivity
511,https://www.class-central.com/mooc/3534/edx-basic-mandarin-chinese-level-1,4085,classCentral-754,classCentral,Basic Mandarin Chinese ? Level 1,edX,MandarinX,3,4,Introductory,49,FREE audit/Pay for certificate,6,Language,Language Learning,14.0000001,2.708050208,0.002117462,0,1,1.000072255,1,2,0,Basic Mandarin Chinese ? Level 1
515,https://www.class-central.com/mooc/354/coursera-introduction-to-sociology,5971,classCentral-2640,classCentral,Introduction to Sociology,Coursera,Princeton University,0,6,NA,NA,NA,NA,Sociology,Social Sciences,5.0000001,1.791759486,0.000756301,0,1,1.000072255,1,2,0,Introduction to Sociology
517,https://www.class-central.com/mooc/3553/edx-intermediate-financial-and-management-accounting,3573,classCentral-242,classCentral,Intermediate Financial and Management Accounting,edX,ACCA,3,4.5,Introductory,NA,NA,10,Business & Management,Business,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Intermediate Financial and Management Accounting
518,https://www.class-central.com/mooc/356/coursera-modern-contemporary-american-poetry-modpo,6054,classCentral-2723,classCentral,Modern & Contemporary American Poetry (¡°ModPo¡±),Coursera,University of Pennsylvania,0,7.5,Introductory,NA,NA,10,Music and Art,Arts and Humanities,30.0000001,3.433987208,0.004537305,0,1,0,832,833,0.449675325,Modern & Contemporary American Poetry (¡°ModPo¡±)
520,https://www.class-central.com/mooc/3586/coursera-internet-giants-the-law-and-economics-of-media-platforms,5166,classCentral-1835,classCentral,Internet Giants: The Law and Economics of Media Platforms,Coursera,The University of Chicago,3,4.5,NA,49,FREE audit/Pay for certificate,9,Law,Social Sciences,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,Internet Giants: The Law and Economics of Media Platforms
524,https://www.class-central.com/mooc/3597/coursera-ancient-egypt,6453,classCentral-3122,classCentral,Ancient Egypt,Coursera,University of Pennsylvania,3,NA,Intermediate,49,FREE audit/Pay for certificate,NA,History,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Ancient Egypt
532,https://www.class-central.com/mooc/3642/edx-knowledge-management-and-big-data-in-business,4010,classCentral-679,classCentral,Knowledge Management and Big Data in Business,edX,Hong Kong Polytechnic University,3,7,Introductory,50,FREE audit/Pay for certificate,6,Business & Management,Business,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Knowledge Management and Big Data in Business
533,https://www.class-central.com/mooc/3643/edx-nutrition-and-health-part-2-micronutrients-and-malnutrition,3790,classCentral-459,classCentral,Nutrition and Health: Micronutrients and Malnutrition,edX,Wageningen University,3,7,Intermediate,49,FREE audit/Pay for certificate,7,Food & Nutrition,Life Sciences,9.0000001,2.302585103,0.001361262,0,1,0,832,833,0.449675325,Nutrition and Health: Micronutrients and Malnutrition
535,https://www.class-central.com/mooc/3648/edx-human-anatomy,3569,classCentral-238,classCentral,Human Anatomy,edX,Hong Kong Polytechnic University,3,3,Introductory,50,FREE audit/Pay for certificate,6,Biology & Life Sciences,Life Sciences,11.0000001,2.484906658,0.001663742,0,1,1.000072255,1,2,0,Human Anatomy
536,https://www.class-central.com/mooc/3649/edx-introduction-to-sociology,3544,classCentral-213,classCentral,Introduction to Sociology,edX,University of Texas of the Permian Basin,3,5,Introductory,49,FREE audit/Pay for certificate,6,Social Sciences,Social Sciences,1.00E-07,1.00E-07,1.00E-07,0,1,1.000072255,1,2,0,Introduction to Sociology
542,https://www.class-central.com/mooc/3711/edx-circular-economy-an-introduction,3903,classCentral-572,classCentral,Circular Economy: An Introduction,edX,Delft University of Technology,3,4.5,Introductory,50,FREE audit/Pay for certificate,7,Design,Social Sciences,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,Circular Economy: An Introduction
549,https://www.class-central.com/mooc/3758/edx-introduction-to-mobile-application-development-using-android,3994,classCentral-663,classCentral,Introduction to Mobile Application Development using Android,edX,The Hong Kong University of Science and Technology,3,4,Introductory,99,FREE audit/Pay for certificate,6,Computer Science,Computer Science,1.00E-07,1.00E-07,1.00E-07,0,1,1.000072255,1,2,0,Introduction to Mobile Application Development using Android
550,https://www.class-central.com/mooc/3760/edx-ielts-academic-test-preparation,3969,classCentral-638,classCentral,IELTS Academic Test Preparation,edX,University of Queensland,3,7.5,Introductory,99,FREE audit/Pay for certificate,8,Communication,Personal Development,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,IELTS Academic Test Preparation
552,https://www.class-central.com/mooc/3789/coursera-deafness-in-the-21st-century,6404,classCentral-3073,classCentral,Deafness in the 21st Century,Coursera,University of Manchester,3,3,NA,NA,NA,6,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Deafness in the 21st Century
558,https://www.class-central.com/mooc/3838/edx-the-book-the-medieval-book-of-hours-art-and-devotion-in-the-later-middle-ages,4047,classCentral-716,classCentral,The Book: The Medieval Book of Hours: Art and Devotion in the Later Middle Ages,edX,Harvard University,3,3,Introductory,90,FREE audit/Pay for certificate,NA,Literature,Arts and Humanities,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,The Book: The Medieval Book of Hours: Art and Devotion in the Later Middle Ages
560,https://www.class-central.com/mooc/3840/edx-introduction-to-italian-opera,4065,classCentral-734,classCentral,Introduction to Italian Opera,edX,Dartmouth,3,3.5,Introductory,49,FREE audit/Pay for certificate,6,Music,Arts and Humanities,4.0000001,1.609437932,0.000605061,0,1,0,832,833,0.449675325,Introduction to Italian Opera
568,https://www.class-central.com/mooc/3887/edx-useful-genetics-part-1-how-our-genes-shape-us,3829,classCentral-498,classCentral,Useful Genetics Part 1: How Our Genes Shape Us,edX,The University of British Columbia,3,7,Intermediate,49,FREE audit/Pay for certificate,7,Biology & Life Sciences,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0,1,1.000072255,1,2,0,Useful Genetics Part 1: How Our Genes Shape Us
569,https://www.class-central.com/mooc/389/coursera-clinical-problem-solving,6262,classCentral-2931,classCentral,Clinical Problem Solving,Coursera,"University of California, San Francisco",NA,5,NA,NA,NA,6,Medicine & Healthcare,Life Sciences,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,Clinical Problem Solving
576,https://www.class-central.com/mooc/393/coursera-contraception-choices-culture-and-consequences,6102,classCentral-2771,classCentral,"Contraception: Choices, Culture and Consequences",Coursera,"University of California, San Francisco",NA,4,NA,NA,NA,NA,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0,1,1.000072255,1,2,0,"Contraception: Choices, Culture and Consequences"
581,https://www.class-central.com/mooc/3935/coursera-soul-beliefs-causes-and-consequences-unit-2-belief-systems,5170,classCentral-1839,classCentral,Soul Beliefs: Causes and Consequences - Unit 2: Belief Systems,Coursera,Rutgers University,3,NA,NA,49,FREE audit/Pay for certificate,11,History,Arts and Humanities,3.0000001,1.386294386,0.000453821,0,1,1.000072255,1,2,0,Soul Beliefs: Causes and Consequences - Unit 2: Belief Systems
588,https://www.class-central.com/mooc/3965/coursera-financial-planning-for-young-adults,4647,classCentral-1316,classCentral,Financial Planning for Young Adults,Coursera,University of Illinois at Urbana-Champaign,3,5.5,Introductory,49,FREE audit/Pay for certificate,4,Finance,Business,5.0000001,1.791759486,0.000756301,0,1,1.000072255,1,2,0,Financial Planning for Young Adults
589,https://www.class-central.com/mooc/397/coursera-community-change-in-public-health,4925,classCentral-1594,classCentral,Community Change in Public Health,Coursera,Johns Hopkins University,0,6.5,NA,49,FREE audit/Pay for certificate,5,Medicine & Healthcare,Life Sciences,13.0000001,2.639057337,0.001966222,0,1,1.000072255,1,2,0,Community Change in Public Health
596,https://www.class-central.com/mooc/403/coursera-drugs-and-the-brain,6448,classCentral-3117,classCentral,Drugs and the Brain,Coursera,California Institute of Technology,0,5,NA,NA,NA,NA,Medicine & Healthcare,Life Sciences,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,Drugs and the Brain
605,https://www.class-central.com/mooc/4087/coursera-global-environmental-management,5466,classCentral-2135,classCentral,Global Environmental Management,Coursera,Technical University of Denmark (DTU),3,8,Intermediate,49,FREE audit/Pay for certificate,5,Environmental Science and Sustainability,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0,1,1.000072255,1,2,0,Global Environmental Management
606,https://www.class-central.com/mooc/410/coursera-fundamentals-of-electrical-engineering,6139,classCentral-2808,classCentral,Fundamentals of Electrical Engineering,Coursera,Rice University,NA,9,NA,NA,NA,12,Electrical Engineering,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Fundamentals of Electrical Engineering
607,https://www.class-central.com/mooc/4101/edx-digital-branding-and-engagement,3388,classCentral-57,classCentral,Digital Branding and Engagement,edX,Curtin University,3,3.5,Intermediate,99,FREE audit/Pay for certificate,4,Business & Management,Business,4.0000001,1.609437932,0.000605061,0,1,0,832,833,0.449675325,Digital Branding and Engagement
616,https://www.class-central.com/mooc/4168/coursera-public-relations-research,4997,classCentral-1666,classCentral,Public Relations Research,Coursera,National University of Singapore,3,7,NA,49,FREE audit/Pay for certificate,4,Marketing,Business,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Public Relations Research
617,https://www.class-central.com/mooc/4169/coursera-data-analysis-tools,5874,classCentral-2543,classCentral,Data Analysis Tools,Coursera,Wesleyan University,3,NA,NA,49,FREE audit/Pay for certificate,4,Data Analysis,Data Science,7.0000001,2.079441554,0.001058781,0,1,0,832,833,0.449675325,Data Analysis Tools
618,https://www.class-central.com/mooc/4173/coursera-internet-of-things-communication-technologies,5630,classCentral-2299,classCentral,Internet of Things: Communication Technologies,Coursera,"University of California, San Diego",3,1,NA,49,FREE audit/Pay for certificate,4,Computer Security and Networks,Computer Science,3.0000001,1.386294386,0.000453821,0,1,0,832,833,0.449675325,Internet of Things: Communication Technologies
628,https://www.class-central.com/mooc/419/coursera-equine-nutrition,6263,classCentral-2932,classCentral,Equine Nutrition,Coursera,University of Edinburgh,NA,3.5,NA,NA,NA,NA,Nutrition,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Equine Nutrition
630,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations,5174,classCentral-1843,classCentral,Introduction to Public Relations,Coursera,National University of Singapore,3,7,NA,49,FREE audit/Pay for certificate,4,Marketing,Business,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Introduction to Public Relations
632,https://www.class-central.com/mooc/4197/coursera-rails-with-active-record-and-action-pack,5175,classCentral-1844,classCentral,Rails with Active Record and Action Pack,Coursera,Johns Hopkins University,3,NA,NA,49,FREE audit/Pay for certificate,4,Software Development,Computer Science,8.0000001,2.197224588,0.001210021,0,1,1.000072255,1,2,0,Rails with Active Record and Action Pack
638,https://www.class-central.com/mooc/4209/coursera-leadership-toolkit-for-working-professionals,5089,classCentral-1758,classCentral,Leadership Toolkit for Working Professionals,Coursera,HEC Paris,3,NA,Intermediate,750,FREE audit/Pay for certificate,4,Leadership and Management,Business,10.0000001,2.397895282,0.001512502,0,1,0,832,833,0.449675325,Leadership Toolkit for Working Professionals
641,https://www.class-central.com/mooc/4211/coursera-character-design-for-video-games,5090,classCentral-1759,classCentral,Character Design for Video Games,Coursera,California Institute of the Arts,3,5,NA,49,FREE audit/Pay for certificate,4,Design and Product,Computer Science,22.0000001,3.13549422,0.003327384,0,1,0,832,833,0.449675325,Character Design for Video Games
643,https://www.class-central.com/mooc/4213/coursera-the-importance-of-listening,5258,classCentral-1927,classCentral,The Importance of Listening,Coursera,Northwestern University,3,3,NA,49,FREE audit/Pay for certificate,4,Marketing,Business,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,The Importance of Listening
648,https://www.class-central.com/mooc/4222/coursera-the-holocaust-the-destruction-of-european-jewry,5044,classCentral-1713,classCentral,The Holocaust: The Destruction of European Jewry,Coursera,"University of California, Santa Cruz",3,NA,NA,49,FREE audit/Pay for certificate,8,History,Arts and Humanities,4.0000001,1.609437932,0.000605061,0,1,0,832,833,0.449675325,The Holocaust: The Destruction of European Jewry
649,https://www.class-central.com/mooc/423/coursera-digital-signal-processing,5946,classCentral-2615,classCentral,Digital Signal Processing,Coursera,?cole Polytechnique F?d?rale de Lausanne,NA,9,Intermediate,49,FREE audit/Pay for certificate,8,Electrical Engineering,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,0,1,1.000072255,1,2,0,Digital Signal Processing
650,https://www.class-central.com/mooc/4230/coursera-data-warehouse-concepts-design-and-data-integration,5086,classCentral-1755,classCentral,"Data Warehouse Concepts, Design, and Data Integration",Coursera,University of Colorado System,3,NA,NA,49,FREE audit/Pay for certificate,5,Design and Product,Computer Science,4.0000001,1.609437932,0.000605061,0,1,0,832,833,0.449675325,"Data Warehouse Concepts, Design, and Data Integration"
652,https://www.class-central.com/mooc/4234/coursera-revolutionary-ideas-utility-justice-equality-freedom,5472,classCentral-2141,classCentral,"Revolutionary Ideas: Utility, Justice, Equality, Freedom",Coursera,University of Pennsylvania,3,NA,NA,49,FREE audit/Pay for certificate,5,Governance and Society,Social Sciences,9.0000001,2.302585103,0.001361262,0,1,0,832,833,0.449675325,"Revolutionary Ideas: Utility, Justice, Equality, Freedom"
658,https://www.class-central.com/mooc/4240/coursera-front-end-web-ui-frameworks-and-tools,4998,classCentral-1667,classCentral,Front-End Web UI Frameworks and Tools,Coursera,The Hong Kong University of Science and Technology,3,3.5,NA,49,FREE audit/Pay for certificate,4,Mobile and Web Development,Computer Science,22.0000001,3.13549422,0.003327384,0,1,0,832,833,0.449675325,Front-End Web UI Frameworks and Tools
662,https://www.class-central.com/mooc/4249/coursera-graph-analytics-for-big-data,5263,classCentral-1932,classCentral,Graph Analytics for Big Data,Coursera,"University of California, San Diego",3,4,NA,49,FREE audit/Pay for certificate,5,Data Analysis,Data Science,8.000000101,2.197224589,0.001210021,0,1,0,832,833,0.449675325,Graph Analytics for Big Data
664,https://www.class-central.com/mooc/4252/coursera-introduction-to-reproduction,5381,classCentral-2050,classCentral,Introduction to Reproduction,Coursera,Northwestern University,4,NA,NA,29,FREE audit/Pay for certificate,4,Biology,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0,1,1.000072255,1,2,0,Introduction to Reproduction
665,https://www.class-central.com/mooc/4256/coursera-programming-foundations-with-javascript-html-and-css,5714,classCentral-2383,classCentral,"Programming Foundations with JavaScript, HTML and CSS",Coursera,Duke University,3,5,Introductory,49,FREE audit/Pay for certificate,4,Mobile and Web Development,Computer Science,22.0000001,3.13549422,0.003327384,0,1,0,832,833,0.449675325,"Programming Foundations with JavaScript, HTML and CSS"
669,https://www.class-central.com/mooc/4260/coursera-internet-of-things-setting-up-your-dragonboard-development-platform,5043,classCentral-1712,classCentral,Internet of Things: Setting Up Your DragonBoard¢â Development Platform,Coursera,"University of California, San Diego",4,NA,NA,49,FREE audit/Pay for certificate,10,Electrical Engineering,Physical Science and Engineering,3.0000001,1.386294386,0.000453821,0,1,0,832,833,0.449675325,Internet of Things: Setting Up Your DragonBoard¢â Development Platform
684,https://www.class-central.com/mooc/4292/coursera-front-end-javascript-frameworks-angularjs,5097,classCentral-1766,classCentral,Front-End JavaScript Frameworks: AngularJS,Coursera,The Hong Kong University of Science and Technology,3,5.5,NA,49,FREE audit/Pay for certificate,4,Mobile and Web Development,Computer Science,24.0000001,3.218875829,0.003629864,0,1,0,832,833,0.449675325,Front-End JavaScript Frameworks: AngularJS
685,https://www.class-central.com/mooc/4294/coursera-introduction-to-css3,5262,classCentral-1931,classCentral,Introduction to CSS3,Coursera,University of Michigan,3,NA,NA,49,FREE audit/Pay for certificate,4,Mobile and Web Development,Computer Science,46.0000001,3.850147604,0.006957148,0,1,0,832,833,0.449675325,Introduction to CSS3
686,https://www.class-central.com/mooc/4296/coursera-design-principles-an-introduction,5045,classCentral-1714,classCentral,Design Principles: an Introduction,Coursera,"University of California, San Diego",3,3.5,Introductory,39,FREE audit/Pay for certificate,4,Design and Product,Computer Science,7.0000001,2.079441554,0.001058781,0,1,0,832,833,0.449675325,Design Principles: an Introduction
690,https://www.class-central.com/mooc/4300/coursera-the-fundamentals-of-hotel-distribution,5575,classCentral-2244,classCentral,The fundamentals of hotel distribution,Coursera,ESSEC Business School,3,3,NA,49,FREE audit/Pay for certificate,4,Business Strategy,Business,1.00E-07,1.00E-07,1.00E-07,0,1,1.000072255,1,2,0,The fundamentals of hotel distribution
701,https://www.class-central.com/mooc/4321/coursera-ruby-on-rails-web-services-and-integration-with-mongodb,5272,classCentral-1941,classCentral,Ruby on Rails Web Services and Integration with MongoDB,Coursera,Johns Hopkins University,3,NA,NA,49,FREE audit/Pay for certificate,4,Software Development,Computer Science,10.0000001,2.397895282,0.001512502,0,1,1.000072255,1,2,0,Ruby on Rails Web Services and Integration with MongoDB
706,https://www.class-central.com/mooc/4329/coursera--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History,Arts and Humanities,0,0,1.00E-07,0,1,1.000072255,1,2,0,NA
707,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies,5093,classCentral-1762,classCentral,Engagement & Nurture Marketing Strategies,Coursera,Northwestern University,3,2,NA,49,FREE audit/Pay for certificate,4,Marketing,Business,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Engagement & Nurture Marketing Strategies
708,https://www.class-central.com/mooc/4334/coursera-the-raspberry-pi-platform-and-python-programming-for-the-raspberry-pi,5387,classCentral-2056,classCentral,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,Coursera,"University of California, Irvine",4,NA,NA,49,FREE audit/Pay for certificate,4,Software Development,Computer Science,9.0000001,2.302585103,0.001361262,0,1,0,832,833,0.449675325,The Raspberry Pi Platform and Python Programming for the Raspberry Pi
709,https://www.class-central.com/mooc/4336/coursera-introduction-to-negotiation-a-strategic-playbook-for-becoming-a-principled-and-persuasive-negotiator,4649,classCentral-1318,classCentral,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Coursera,Yale University,3,NA,NA,49,FREE audit/Pay for certificate,9,Business Essentials,Business,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator
716,https://www.class-central.com/mooc/435/coursera-planet-earth-and-you,6438,classCentral-3107,classCentral,Planet Earth...and You!,Coursera,University of Illinois at Urbana-Champaign,2,9,Introductory,49,FREE audit/Pay for certificate,5,Environmental Science and Sustainability,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Planet Earth...and You!
717,https://www.class-central.com/mooc/4351/coursera-regression-modeling-in-practice,5064,classCentral-1733,classCentral,Regression Modeling in Practice,Coursera,Wesleyan University,3,4.5,NA,49,FREE audit/Pay for certificate,4,Probability and Statistics,Data Science,7.0000001,2.079441554,0.001058781,0,1,0,832,833,0.449675325,Regression Modeling in Practice
727,https://www.class-central.com/mooc/437/coursera-introductory-organic-chemistry-part-1,6068,classCentral-2737,classCentral,Introductory Organic Chemistry - Part 1,Coursera,University of Illinois at Urbana-Champaign,NA,9,NA,NA,NA,NA,Chemistry,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Introductory Organic Chemistry - Part 1
731,https://www.class-central.com/mooc/4383/edx-atomic-and-optical-physics-i-part-2-atomic-structure-and-atoms-in-external-field,3932,classCentral-601,classCentral,Atomic and Optical Physics I ? Part 2: Atomic structure and atoms in external field,edX,Massachusetts Institute of Technology,3,12,Advanced,50,FREE audit/Pay for certificate,4,Physics,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0,1,0,832,833,0.449675325,Atomic and Optical Physics I ? Part 2: Atomic structure and atoms in external field
737,https://www.class-central.com/mooc/4408/coursera-private-equity-and-venture-capital,5717,classCentral-2386,classCentral,Private Equity and Venture Capital,Coursera,Universit? Bocconi,3,NA,NA,49,FREE audit/Pay for certificate,5,Finance,Business,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,Private Equity and Venture Capital
738,https://www.class-central.com/mooc/441/coursera-introduction-a-la-programmation-orientee-objet-en-java,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Development,Computer Science,0,0,1.00E-07,0,1,0,832,833,0.449675325,NA
740,https://www.class-central.com/mooc/4421/coursera-math-behind-moneyball,4697,classCentral-1366,classCentral,Math behind Moneyball,Coursera,University of Houston System,3,7,Introductory,49,FREE audit/Pay for certificate,11,Data Analysis,Data Science,5.0000001,1.791759486,0.000756301,0,1,0,832,833,0.449675325,Math behind Moneyball
747,https://www.class-central.com/mooc/4465/coursera-introduction-to-people-analytics,5276,classCentral-1945,classCentral,Introduction to People Analytics,Coursera,Moscow Institute of Physics and Technology,3,NA,NA,69,FREE audit/Pay for certificate,7,Data Analysis,Data Science,6.0000001,1.945910163,0.000907541,0,1,1.000072255,1,2,0,Introduction to People Analytics
756,https://www.class-central.com/mooc/4520/edx-going-out-on-a-limb-anatomy-of-the-upper-limb,3933,classCentral-602,classCentral,Going Out on a Limb: Anatomy of the Upper Limb,edX,University of Pennsylvania,3,2.5,Introductory,49,FREE audit/Pay for certificate,6,Medicine,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0,1,1.000072255,1,2,0,Going Out on a Limb: Anatomy of the Upper Limb
764,https://www.class-central.com/mooc/4613/coursera-interactuando-con-el-hardware-del-dispositivo-ios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mobile and Web Development,Computer Science,0,0,1.00E-07,0,1,0,832,833,0.449675325,NA
766,https://www.class-central.com/mooc/463/coursera-grow-to-greatness-smart-growth-for-private-businesses-part-ii,5345,classCentral-2014,classCentral,"Grow to Greatness: Smart Growth for Private Businesses, Part II",Coursera,University of Virginia,NA,5,NA,49,FREE audit/Pay for certificate,6,Business Strategy,Business,17.0000001,2.890371763,0.002571183,0,1,0,832,833,0.449675325,"Grow to Greatness: Smart Growth for Private Businesses, Part II"
768,https://www.class-central.com/mooc/4632/coursera-programacion-y-presupuesto-del-proyecto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leadership and Management,Business,0,0,1.00E-07,0,1,0,832,833,0.449675325,NA
769,https://www.class-central.com/mooc/4633/coursera-fundamentos-de-finanzas-empresariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finance,Business,0,0,1.00E-07,0,1,0,832,833,0.449675325,NA
770,https://www.class-central.com/mooc/4635/coursera-chino-basico-como-dar-una-primera-impresion-positiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Languages,Language Learning,0,0,1.00E-07,0,1,0,832,833,0.449675325,NA
771,https://www.class-central.com/mooc/4659/coursera-robotica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mechanical Engineering,Physical Science and Engineering,0,0,1.00E-07,0,1,0,832,833,0.449675325,NA
773,https://www.class-central.com/mooc/4726/coursera-electrones-en-accion-electronica-y-arduinos-para-tus-propios-inventos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electrical Engineering,Physical Science and Engineering,0,0,1.00E-07,0,1,0,832,833,0.449675325,NA
774,https://www.class-central.com/mooc/4727/coursera-la-web-semantica-herramientas-para-la-publicacion-y-extraccion-efectiva-de-informacion-en-la-web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Algorithms,Computer Science,0,0,1.00E-07,0,1,1.000072255,1,2,0,NA
